id_colaborador,matricula,nome_colaborador,sexo,data_nascimento,data_admissao,data_desligamento,status_colaborador,tipo_desligamento,id_area,id_cargo,id_gestor,id_unidade
511,MAT00511,Maria Vitória da Rocha,Feminino,1975-05-02,2024-05-10,,Ativo,,1,1,10,11
512,MAT00512,Nathan Almeida,Feminino,1971-10-22,2021-02-22,2021-07-29,Desligado,Involuntário,5,6,23,15
513,MAT00513,Sr. Raul Sales,Masculino,2004-04-19,2021-07-12,,Ativo,,7,3,19,13
514,MAT00514,Sr. Pedro Henrique Caldeira,Feminino,2001-05-06,2022-06-20,,Ativo,,2,2,73,4
515,MAT00515,Pedro Henrique Pastor,Feminino,1981-11-18,2024-05-10,,Ativo,,2,2,43,7
516,MAT00516,Valentina Barros,Feminino,2000-09-24,2019-07-28,,Ativo,,1,3,45,1
517,MAT00517,Luana Souza,Feminino,1978-04-27,2019-02-05,,Ativo,,2,1,10,6
518,MAT00518,Sr. Lucas Gabriel Vasconcelos,Feminino,1967-07-25,2024-10-14,,Ativo,,5,5,42,1
519,MAT00519,Breno Moraes,Masculino,1988-08-16,2025-02-10,,Ativo,,7,2,30,6
520,MAT00520,Bruna Moura,Masculino,1981-07-06,2024-03-15,,Ativo,,1,3,75,11
521,MAT00521,Evelyn Vasconcelos,Feminino,2000-10-10,2022-04-06,,Ativo,,1,1,32,12
522,MAT00522,Dr. Diogo da Costa,Masculino,2000-05-05,2018-10-29,,Ativo,,6,3,49,12
523,MAT00523,Diogo da Cunha,Feminino,1996-12-13,2025-02-09,,Ativo,,3,3,41,6
524,MAT00524,Erick Pereira,Masculino,2000-01-10,2019-03-13,,Ativo,,2,3,57,6
525,MAT00525,Breno Cavalcanti,Feminino,1999-03-03,2021-01-09,,Ativo,,6,5,24,7
526,MAT00526,Sabrina Martins,Feminino,1970-09-17,2023-01-13,,Ativo,,7,3,53,2
527,MAT00527,Melissa Rodrigues,Feminino,2000-06-18,2018-04-18,,Ativo,,3,4,12,10
528,MAT00528,Luna Pires,Feminino,1985-07-01,2024-09-15,2025-05-12,Desligado,Voluntário,2,4,53,7
529,MAT00529,Sr. Pedro Lucas Azevedo,Masculino,1970-04-19,2018-12-13,,Ativo,,5,7,67,3
530,MAT00530,Melina Pires,Masculino,1995-03-09,2022-04-09,,Ativo,,2,4,39,5
531,MAT00531,João Guilherme Pastor,Feminino,1996-02-06,2023-07-13,,Ativo,,1,4,56,5
532,MAT00532,Luiz Gustavo Montenegro,Feminino,1986-08-26,2022-09-21,,Ativo,,6,3,10,6
533,MAT00533,Leonardo Martins,Feminino,1990-12-21,2020-10-27,2023-11-06,Desligado,Voluntário,5,5,77,10
534,MAT00534,Ana Carolina Araújo,Feminino,1976-02-05,2020-03-11,,Ativo,,3,3,39,1
535,MAT00535,Dr. Breno Ramos,Masculino,1984-10-13,2022-06-09,2024-07-12,Desligado,Involuntário,2,3,57,6
536,MAT00536,Thiago Gomes,Feminino,1967-03-10,2022-10-30,,Ativo,,5,5,42,10
537,MAT00537,Ana Cecília Machado,Feminino,1975-06-06,2020-04-02,,Ativo,,1,1,51,6
538,MAT00538,Esther Duarte,Feminino,1974-10-26,2021-04-08,,Ativo,,4,8,32,6
539,MAT00539,Olívia Montenegro,Feminino,1988-07-12,2022-03-21,,Ativo,,1,3,15,15
540,MAT00540,Bento Machado,Masculino,1993-10-18,2024-04-28,,Ativo,,1,4,24,11
541,MAT00541,Luigi Silva,Feminino,2004-12-15,2024-03-03,,Ativo,,7,2,27,8
542,MAT00542,Thiago Ramos,Masculino,2001-07-22,2021-04-08,,Ativo,,2,2,64,3
543,MAT00543,Asafe da Cruz,Masculino,1986-04-09,2025-02-07,,Ativo,,7,2,20,12
544,MAT00544,Sra. Maysa Moura,Feminino,1981-02-15,2022-09-30,,Ativo,,4,5,77,8
545,MAT00545,Eduarda Fonseca,Masculino,1980-09-17,2024-07-12,,Ativo,,1,2,54,9
546,MAT00546,Dr. Mathias Jesus,Feminino,1982-12-26,2018-05-31,,Ativo,,8,4,69,10
547,MAT00547,Sr. Lucas Gabriel Azevedo,Feminino,2000-02-25,2025-02-26,,Ativo,,4,2,32,11
548,MAT00548,Sr. Matheus da Paz,Masculino,1983-03-21,2025-06-15,2025-11-30,Desligado,Voluntário,3,2,6,10
549,MAT00549,Dom Farias,Feminino,1980-06-26,2025-03-27,2025-10-13,Desligado,Voluntário,2,2,14,1
550,MAT00550,Diego Ferreira,Feminino,1989-04-17,2019-02-08,2025-03-02,Desligado,Voluntário,1,2,72,10
551,MAT00551,Matteo Cardoso,Masculino,1991-08-12,2024-06-14,,Ativo,,1,1,51,8
552,MAT00552,Antonella das Neves,Masculino,1973-03-12,2024-08-07,,Ativo,,4,4,4,8
553,MAT00553,Maria Flor Ramos,Feminino,1987-07-03,2019-03-05,,Ativo,,2,1,15,14
554,MAT00554,Sr. Vinicius Borges,Feminino,1983-05-11,2019-08-04,,Ativo,,2,2,59,13
555,MAT00555,Mariana Moraes,Feminino,1972-08-12,2020-04-27,2023-03-28,Desligado,Voluntário,5,7,13,8
556,MAT00556,Sr. Luiz Miguel das Neves,Masculino,1985-02-10,2023-01-28,,Ativo,,3,4,6,13
557,MAT00557,Heitor Fernandes,Masculino,2004-06-21,2019-04-17,,Ativo,,4,3,14,11
558,MAT00558,Evelyn Câmara,Feminino,1990-09-06,2019-11-05,,Ativo,,6,2,71,3
559,MAT00559,Eduardo Barbosa,Masculino,1970-07-15,2021-09-17,,Ativo,,2,1,30,13
560,MAT00560,Carlos Eduardo Montenegro,Feminino,1994-03-21,2022-07-18,,Ativo,,1,2,56,7
561,MAT00561,Valentina Andrade,Feminino,1993-08-19,2018-04-30,,Ativo,,1,2,55,7
562,MAT00562,Maitê Vargas,Masculino,1992-04-09,2018-01-19,,Ativo,,1,2,9,10
563,MAT00563,Caroline Peixoto,Feminino,1971-03-12,2019-02-21,,Ativo,,5,4,42,4
564,MAT00564,Daniela Castro,Masculino,1998-05-22,2023-02-18,,Ativo,,4,7,63,9
565,MAT00565,Enzo Silveira,Feminino,1985-10-13,2025-03-02,,Ativo,,5,3,79,7
566,MAT00566,Ana Clara Jesus,Feminino,1998-06-12,2024-08-01,2025-06-21,Desligado,Voluntário,3,2,80,3
567,MAT00567,Sr. Pedro Miguel Pimenta,Feminino,1968-02-22,2021-05-03,2022-05-02,Desligado,Voluntário,3,4,41,2
568,MAT00568,Pietro da Conceição,Masculino,1986-02-06,2020-09-04,,Ativo,,2,3,48,12
569,MAT00569,Isabella das Neves,Feminino,1973-07-14,2019-08-03,,Ativo,,5,5,77,3
570,MAT00570,Evelyn Freitas,Masculino,1981-07-06,2024-06-12,,Ativo,,2,3,63,11
571,MAT00571,Maysa Martins,Feminino,1994-09-06,2024-01-11,,Ativo,,6,6,63,5
572,MAT00572,Mateus Montenegro,Masculino,1994-06-27,2019-07-29,,Ativo,,2,2,58,10
573,MAT00573,Mariah Castro,Feminino,1983-01-16,2018-08-08,,Ativo,,5,5,18,4
574,MAT00574,Davi Miguel da Cunha,Feminino,1970-09-21,2022-04-22,,Ativo,,3,2,64,7
575,MAT00575,Rodrigo Freitas,Masculino,1979-12-27,2023-07-08,,Ativo,,1,1,57,8
576,MAT00576,Bella Silva,Feminino,2000-10-01,2019-11-17,,Ativo,,2,1,29,5
577,MAT00577,Camila da Paz,Feminino,1988-04-18,2018-05-14,,Ativo,,5,5,37,3
578,MAT00578,Enrico da Mata,Feminino,1969-12-25,2023-02-17,,Ativo,,8,4,64,9
579,MAT00579,Sophie Casa Grande,Masculino,1998-10-04,2023-09-24,,Ativo,,3,2,35,13
580,MAT00580,Ayla Câmara,Feminino,1982-09-27,2024-02-03,2024-06-14,Desligado,Voluntário,2,1,57,9
581,MAT00581,Marcela Alves,Feminino,1978-02-24,2020-06-14,,Ativo,,1,3,32,5
582,MAT00582,Ana Júlia Gonçalves,Feminino,1977-05-12,2018-05-13,,Ativo,,7,1,12,8
583,MAT00583,Maria Fernanda da Costa,Masculino,1990-04-26,2019-04-26,,Ativo,,7,3,76,12
584,MAT00584,Anna Liz Freitas,Feminino,1978-03-20,2021-12-07,,Ativo,,2,4,18,13
585,MAT00585,Arthur Dias,Feminino,1992-01-19,2020-04-26,2022-07-13,Desligado,Voluntário,2,2,69,5
586,MAT00586,Lucas Gabriel Vieira,Feminino,1971-03-11,2024-09-10,,Ativo,,6,6,38,5
587,MAT00587,Davi Miguel Andrade,Feminino,1988-09-22,2024-06-03,2025-10-23,Desligado,Voluntário,2,1,13,3
588,MAT00588,Ravy Sampaio,Masculino,2002-05-28,2022-08-13,,Ativo,,8,4,17,12
589,MAT00589,Ravy Machado,Feminino,1990-03-23,2019-06-28,,Ativo,,1,2,42,14
590,MAT00590,Alana Barros,Masculino,1980-08-05,2020-10-10,,Ativo,,3,8,74,11
591,MAT00591,José Miguel Cunha,Feminino,1979-07-15,2021-01-05,,Ativo,,4,4,10,11
592,MAT00592,Yan Siqueira,Feminino,1980-09-24,2019-01-17,,Ativo,,1,2,36,12
593,MAT00593,Vitória Lima,Feminino,1976-08-11,2022-02-20,,Ativo,,8,7,75,1
594,MAT00594,João Pedro da Costa,Feminino,1976-11-22,2019-01-17,,Ativo,,7,1,46,14
595,MAT00595,Davi Aragão,Masculino,1971-07-07,2018-09-17,,Ativo,,6,3,55,14
596,MAT00596,Otto Porto,Feminino,1974-05-11,2020-05-17,,Ativo,,1,2,37,6
597,MAT00597,Natália Azevedo,Feminino,1969-03-19,2024-02-20,,Ativo,,7,2,63,13
598,MAT00598,Theo Peixoto,Feminino,2002-01-04,2021-11-08,,Ativo,,1,3,59,1
599,MAT00599,Allana Pires,Masculino,1995-08-15,2019-05-24,,Ativo,,3,4,1,7
600,MAT00600,Isabella Silva,Feminino,1997-11-10,2020-04-08,,Ativo,,3,6,21,14
601,MAT00601,João Vitor Lima,Feminino,2000-11-12,2021-01-27,2022-09-21,Desligado,Involuntário,8,3,11,6
602,MAT00602,Luiz Gustavo da Costa,Feminino,1995-01-13,2025-06-14,2025-12-01,Desligado,Involuntário,7,4,40,12
603,MAT00603,Maria Vitória Cirino,Feminino,1978-11-03,2020-08-17,,Ativo,,3,4,13,1
604,MAT00604,Antonella Moura,Masculino,1975-02-05,2020-05-24,,Ativo,,3,5,76,4
605,MAT00605,Sr. Vinicius Nogueira,Masculino,1977-01-01,2023-10-29,,Ativo,,1,2,44,14
606,MAT00606,Sofia Novaes,Feminino,1978-12-05,2019-05-09,,Ativo,,2,1,62,2
607,MAT00607,Mathias Melo,Feminino,1981-02-24,2020-07-26,,Ativo,,8,5,14,2
608,MAT00608,Mathias Freitas,Masculino,1982-05-05,2021-07-07,,Ativo,,1,3,49,13
609,MAT00609,Antony Fogaça,Masculino,1996-02-17,2019-06-30,,Ativo,,1,3,73,1
610,MAT00610,Luiz Felipe da Costa,Feminino,1995-08-12,2024-11-04,,Ativo,,6,6,28,11
611,MAT00611,Dra. Bella Vargas,Feminino,1979-10-22,2019-09-13,,Ativo,,3,2,57,14
612,MAT00612,Lívia Carvalho,Masculino,2000-02-05,2020-06-08,2024-11-25,Desligado,Involuntário,1,2,16,10
613,MAT00613,Luiz Gustavo Nogueira,Feminino,1983-07-11,2022-04-22,,Ativo,,1,4,18,4
614,MAT00614,Sr. Ravi Sampaio,Masculino,2000-04-18,2021-02-08,,Ativo,,1,2,77,10
615,MAT00615,Emilly Carvalho,Feminino,1987-12-01,2024-10-24,,Ativo,,1,1,39,4
616,MAT00616,Raul Andrade,Masculino,1967-09-07,2023-10-22,,Ativo,,2,2,51,5
617,MAT00617,Guilherme Aparecida,Feminino,2002-04-16,2025-03-31,,Ativo,,3,7,50,2
618,MAT00618,Asafe Dias,Masculino,1974-11-20,2020-09-14,,Ativo,,2,3,10,9
619,MAT00619,Théo Gonçalves,Feminino,1982-06-05,2018-02-19,2022-09-20,Desligado,Involuntário,2,3,73,7
620,MAT00620,Olívia da Cunha,Feminino,1971-11-06,2022-02-05,,Ativo,,3,4,61,13
621,MAT00621,Gabriel da Paz,Masculino,2004-10-03,2018-10-26,,Ativo,,5,4,2,5
622,MAT00622,Sr. Lucas da Mata,Feminino,2003-01-26,2020-06-02,,Ativo,,6,4,51,9
623,MAT00623,Léo Lopes,Feminino,1973-07-14,2021-03-19,,Ativo,,6,3,52,2
624,MAT00624,Maysa Gomes,Feminino,1971-09-20,2025-03-08,2025-07-15,Desligado,Involuntário,1,3,36,2
625,MAT00625,Sr. Theo Sales,Masculino,2000-09-07,2021-06-23,2022-08-05,Desligado,Voluntário,1,2,69,6
626,MAT00626,Maria Eduarda Moreira,Masculino,1968-11-25,2022-05-20,2022-12-31,Desligado,Voluntário,1,3,40,12
627,MAT00627,Bryan Siqueira,Feminino,1990-01-08,2022-11-27,,Ativo,,2,1,12,15
628,MAT00628,Anna Liz Lopes,Masculino,1998-08-20,2022-11-15,,Ativo,,7,2,78,1
629,MAT00629,Emilly Nogueira,Masculino,1994-02-01,2021-06-20,,Ativo,,3,7,18,12
630,MAT00630,Lorenzo Caldeira,Feminino,1995-08-12,2018-02-16,,Ativo,,1,3,67,9
631,MAT00631,Luan Ribeiro,Masculino,1995-06-05,2020-11-27,2025-05-10,Desligado,Voluntário,4,5,35,12
632,MAT00632,Leandro Machado,Masculino,2004-06-26,2019-04-29,,Ativo,,5,7,55,5
633,MAT00633,Mariane Cavalcante,Masculino,2001-05-23,2023-11-16,2025-09-26,Desligado,Involuntário,5,4,10,8
634,MAT00634,Sra. Marcela Machado,Feminino,1973-06-02,2023-02-08,,Ativo,,1,2,64,14
635,MAT00635,Luiz Gustavo Pimenta,Feminino,1995-06-06,2024-05-10,,Ativo,,3,4,33,13
636,MAT00636,Kamilly Porto,Feminino,1969-11-24,2019-02-26,,Ativo,,2,1,15,4
637,MAT00637,Breno Rios,Masculino,2005-01-28,2023-09-16,,Ativo,,6,6,2,4
638,MAT00638,Maria Luiza Fonseca,Masculino,1975-06-13,2018-07-08,,Ativo,,3,6,20,3
639,MAT00639,Eduarda Alves,Masculino,1970-12-24,2018-05-25,,Ativo,,4,3,54,4
640,MAT00640,Pedro Lucas Andrade,Feminino,1990-07-24,2021-08-11,,Ativo,,5,4,41,5
641,MAT00641,Bernardo da Costa,Feminino,1969-06-04,2018-11-16,,Ativo,,5,4,65,11
642,MAT00642,Maria Clara Fonseca,Feminino,1994-04-26,2018-08-04,2024-08-14,Desligado,Voluntário,2,1,6,7
643,MAT00643,Ana Beatriz Pereira,Feminino,1976-05-25,2018-10-10,,Ativo,,6,2,40,6
644,MAT00644,Rael Freitas,Feminino,1970-08-01,2018-12-20,,Ativo,,1,1,48,4
645,MAT00645,Dr. Breno Oliveira,Feminino,1969-05-24,2021-04-09,,Ativo,,3,4,80,4
646,MAT00646,Vinícius Fonseca,Masculino,1982-10-16,2023-03-16,,Ativo,,3,7,26,12
647,MAT00647,Luara Rezende,Feminino,1990-03-01,2024-02-17,,Ativo,,2,3,53,1
648,MAT00648,Josué Camargo,Masculino,1971-06-21,2020-08-12,2025-07-26,Desligado,Involuntário,8,2,2,6
649,MAT00649,Francisco Monteiro,Masculino,1981-12-24,2018-01-06,2021-09-16,Desligado,Voluntário,1,2,14,4
650,MAT00650,Maria Julia Novais,Feminino,1990-07-16,2023-12-11,,Ativo,,3,3,8,3
651,MAT00651,João Vasconcelos,Masculino,2000-01-08,2021-02-20,,Ativo,,2,3,67,7
652,MAT00652,Pietro Cunha,Masculino,1976-12-03,2022-03-06,,Ativo,,1,4,75,2
653,MAT00653,Laura Sales,Feminino,1997-11-27,2023-09-02,,Ativo,,3,3,51,2
654,MAT00654,Gabriela Campos,Masculino,1969-01-14,2024-08-21,,Ativo,,2,1,17,4
655,MAT00655,Brayan Machado,Masculino,1989-06-26,2021-04-09,,Ativo,,3,2,51,12
656,MAT00656,Pedro Miguel Borges,Masculino,1985-08-09,2021-08-29,,Ativo,,6,8,30,2
657,MAT00657,Luiza Rios,Feminino,1997-10-04,2020-04-10,2021-05-23,Desligado,Voluntário,1,2,14,3
658,MAT00658,Sr. Yan Nogueira,Feminino,1976-06-14,2023-01-16,,Ativo,,4,5,16,9
659,MAT00659,Kaique Castro,Masculino,1992-08-10,2022-01-07,,Ativo,,6,4,60,5
660,MAT00660,Dra. Emanuella Vieira,Feminino,2000-03-26,2019-05-07,,Ativo,,2,2,39,14
661,MAT00661,Sr. Davi Costa,Feminino,2003-04-27,2024-10-07,,Ativo,,3,6,42,3
662,MAT00662,Isaac Vieira,Feminino,1990-06-13,2019-01-09,,Ativo,,1,1,66,1
663,MAT00663,Amanda Fonseca,Feminino,1989-03-01,2021-05-09,,Ativo,,1,4,52,14
664,MAT00664,Maria Eduarda Martins,Masculino,1970-12-18,2023-01-27,2024-01-07,Desligado,Voluntário,3,5,13,8
665,MAT00665,Caroline Pimenta,Feminino,1997-02-01,2019-02-22,,Ativo,,3,4,8,14
666,MAT00666,Benício das Neves,Masculino,1997-04-27,2020-06-29,2022-12-26,Desligado,Voluntário,1,2,48,11
667,MAT00667,Pietra Moura,Feminino,2000-10-19,2025-01-25,,Ativo,,8,5,34,15
668,MAT00668,Maria Luísa Oliveira,Masculino,2004-02-07,2018-11-04,,Ativo,,8,2,57,13
669,MAT00669,Davi Lucas Dias,Feminino,2000-06-04,2019-06-12,,Ativo,,5,7,6,8
670,MAT00670,Ana Sophia Machado,Masculino,1995-10-14,2018-07-27,2023-03-30,Desligado,Voluntário,3,4,64,1
671,MAT00671,Stella Ferreira,Masculino,1978-03-12,2022-04-17,,Ativo,,1,3,28,15
672,MAT00672,Yuri Porto,Masculino,1988-05-15,2020-02-06,,Ativo,,8,4,20,1
673,MAT00673,Emilly Vargas,Feminino,1990-11-10,2024-11-20,,Ativo,,1,2,64,7
674,MAT00674,Pedro Montenegro,Feminino,1975-01-03,2024-03-05,,Ativo,,5,5,36,7
675,MAT00675,Davi Moreira,Feminino,1979-04-21,2019-07-17,2025-09-06,Desligado,Voluntário,6,4,32,11
676,MAT00676,Kevin Cavalcante,Feminino,2004-07-26,2024-02-05,,Ativo,,7,1,46,8
677,MAT00677,Lorenzo Santos,Feminino,1974-06-19,2024-02-09,,Ativo,,2,3,65,6
678,MAT00678,Luiz Felipe Moreira,Masculino,1988-03-01,2022-05-10,,Ativo,,3,2,41,10
679,MAT00679,Bruno da Cunha,Masculino,2004-05-02,2020-06-16,,Ativo,,1,2,61,9
680,MAT00680,Yuri da Mota,Feminino,1968-04-06,2022-01-04,,Ativo,,8,2,13,4
681,MAT00681,Kevin Pimenta,Masculino,1990-05-18,2025-05-14,,Ativo,,2,3,8,13
682,MAT00682,Ayla Montenegro,Feminino,1969-07-12,2020-06-17,,Ativo,,4,3,23,3
683,MAT00683,Eloá Pastor,Feminino,1968-06-26,2020-08-26,,Ativo,,4,3,46,15
684,MAT00684,Daniela Cavalcante,Feminino,2004-12-23,2024-08-20,2025-05-17,Desligado,Voluntário,1,4,73,10
685,MAT00685,Maitê Nunes,Feminino,1969-04-27,2019-08-06,2025-05-12,Desligado,Involuntário,1,1,70,5
686,MAT00686,Arthur Barros,Masculino,1974-01-03,2019-12-21,,Ativo,,8,4,8,4
687,MAT00687,João Rezende,Feminino,1991-01-17,2024-09-30,,Ativo,,3,5,62,1
688,MAT00688,Oliver Pinto,Feminino,1993-03-11,2021-09-20,,Ativo,,7,4,23,15
689,MAT00689,Ana Monteiro,Feminino,2002-01-05,2021-08-18,,Ativo,,6,4,76,12
690,MAT00690,Ísis da Rocha,Masculino,1998-09-28,2019-08-04,,Ativo,,4,2,47,2
691,MAT00691,Liz Mendes,Feminino,1980-10-04,2022-03-11,2024-04-28,Desligado,Involuntário,1,1,39,6
692,MAT00692,Nathan da Rosa,Feminino,1995-12-14,2019-07-13,,Ativo,,3,6,63,11
693,MAT00693,Ana Sophia Sales,Feminino,1994-12-18,2021-07-23,,Ativo,,5,6,79,13
694,MAT00694,Emanuel Macedo,Feminino,1991-11-19,2022-01-01,,Ativo,,7,2,23,7
695,MAT00695,Rafaela Martins,Feminino,1987-03-06,2021-06-10,,Ativo,,1,1,1,12
696,MAT00696,Luigi Pereira,Feminino,1980-10-02,2024-06-04,2024-12-04,Desligado,Involuntário,3,4,78,6
697,MAT00697,Levi Silva,Feminino,1991-11-19,2024-11-09,,Ativo,,2,2,14,15
698,MAT00698,Dr. Murilo Cardoso,Masculino,1996-06-24,2023-07-26,,Ativo,,5,7,10,4
699,MAT00699,Sr. Liam da Costa,Feminino,1985-03-21,2021-11-21,,Ativo,,5,6,12,14
700,MAT00700,Camila da Mata,Feminino,1984-08-01,2025-03-02,,Ativo,,2,3,34,4
701,MAT00701,Isadora Casa Grande,Masculino,2001-06-09,2020-10-19,,Ativo,,2,4,14,12
702,MAT00702,Benicio da Rocha,Masculino,2002-07-15,2018-01-06,,Ativo,,5,4,54,3
703,MAT00703,Mariah da Cruz,Feminino,1974-07-12,2022-08-23,,Ativo,,1,2,70,7
704,MAT00704,Luan Oliveira,Feminino,1975-10-21,2019-02-20,,Ativo,,6,4,29,3
705,MAT00705,Sra. Esther Teixeira,Masculino,2001-01-10,2023-01-23,,Ativo,,2,3,3,6
706,MAT00706,Theo Moraes,Feminino,1999-02-11,2020-12-05,,Ativo,,5,3,22,15
707,MAT00707,Sara das Neves,Masculino,1995-12-03,2022-03-18,,Ativo,,2,4,71,15
708,MAT00708,Alícia Borges,Masculino,1984-10-20,2019-01-17,,Ativo,,5,5,62,12
709,MAT00709,Sofia Marques,Masculino,1978-11-06,2018-05-07,,Ativo,,5,6,78,15
710,MAT00710,Henrique Pacheco,Masculino,1995-01-04,2022-11-14,,Ativo,,1,2,43,4
711,MAT00711,Sr. Benicio da Paz,Feminino,1979-12-18,2020-02-18,,Ativo,,7,3,70,5
712,MAT00712,Olivia da Paz,Feminino,1987-05-08,2025-05-29,,Ativo,,8,4,13,1
713,MAT00713,Alexia Caldeira,Feminino,1969-09-27,2022-05-29,,Ativo,,6,5,63,3
714,MAT00714,Catarina da Luz,Masculino,1982-01-14,2018-08-12,,Ativo,,6,2,12,5
715,MAT00715,Sra. Maria Luiza Fonseca,Masculino,1967-08-07,2025-06-04,,Ativo,,3,3,13,1
716,MAT00716,Murilo Aragão,Masculino,1995-11-10,2020-04-27,2021-01-09,Desligado,Voluntário,4,7,61,14
717,MAT00717,Evelyn Fonseca,Feminino,1986-07-16,2019-04-19,,Ativo,,7,1,63,15
718,MAT00718,Laura Barbosa,Feminino,1989-02-21,2025-05-31,,Ativo,,2,1,70,7
719,MAT00719,Sofia Machado,Masculino,1982-07-12,2020-01-28,,Ativo,,2,2,24,8
720,MAT00720,Lara Pinto,Feminino,1989-08-15,2018-07-02,,Ativo,,6,3,34,4
721,MAT00721,Bárbara Cardoso,Feminino,1969-01-05,2021-01-05,2025-06-23,Desligado,Involuntário,6,7,13,2
722,MAT00722,Matteo Freitas,Feminino,1983-09-14,2025-06-29,,Ativo,,4,3,76,4
723,MAT00723,Dr. Diego Costa,Feminino,2002-07-27,2024-03-17,,Ativo,,4,3,67,7
724,MAT00724,Sophia Guerra,Feminino,1975-10-08,2024-01-03,,Ativo,,1,3,61,5
725,MAT00725,Ana Cecília Aparecida,Masculino,1980-12-02,2018-11-20,2024-10-05,Desligado,Voluntário,5,4,74,15
726,MAT00726,Davi Miguel Silva,Feminino,1969-11-20,2023-10-18,,Ativo,,5,5,19,2
727,MAT00727,Dr. Valentim Marques,Feminino,1994-03-07,2023-01-14,2025-07-19,Desligado,Voluntário,3,5,25,3
728,MAT00728,Théo Carvalho,Feminino,1978-02-22,2018-06-24,2023-08-10,Desligado,Voluntário,3,8,26,14
729,MAT00729,Dr. Enrico Gonçalves,Masculino,1996-10-09,2025-01-13,,Ativo,,8,2,41,15
730,MAT00730,Letícia Pastor,Feminino,2000-07-18,2018-10-02,,Ativo,,5,5,51,9
731,MAT00731,Dr. Kaique Melo,Feminino,1988-09-15,2021-08-28,,Ativo,,2,1,2,13
732,MAT00732,Léo Farias,Masculino,1968-09-26,2024-12-27,,Ativo,,2,3,54,2
733,MAT00733,Brenda Leão,Feminino,1996-03-19,2022-08-25,,Ativo,,1,1,76,10
734,MAT00734,Lorena Vieira,Masculino,1999-10-25,2019-02-15,,Ativo,,1,2,13,13
735,MAT00735,Dra. Amanda Peixoto,Feminino,1971-06-14,2021-03-17,,Ativo,,2,1,34,7
736,MAT00736,Julia Rezende,Feminino,1974-10-20,2025-05-06,,Ativo,,5,6,61,1
737,MAT00737,Heloísa Silveira,Masculino,1988-07-05,2019-12-07,,Ativo,,2,2,80,10
738,MAT00738,Rhavi Cavalcante,Masculino,2003-07-11,2022-07-04,,Ativo,,1,1,31,1
739,MAT00739,Maria Helena Casa Grande,Masculino,1988-06-01,2023-05-01,,Ativo,,7,1,44,14
740,MAT00740,Isabelly Andrade,Feminino,1986-05-27,2021-05-26,2024-05-26,Desligado,Voluntário,5,5,13,14
741,MAT00741,Brenda Correia,Masculino,1997-05-24,2020-07-22,,Ativo,,3,7,57,13
742,MAT00742,Pedro Lucas Dias,Feminino,1988-12-14,2021-08-07,,Ativo,,1,3,78,11
743,MAT00743,Clarice Jesus,Masculino,1993-08-07,2019-01-01,2023-10-24,Desligado,Involuntário,1,2,63,13
744,MAT00744,Srta. Maria Sophia Montenegro,Masculino,1982-01-17,2023-10-17,,Ativo,,3,3,21,2
745,MAT00745,Olivia Sousa,Masculino,1973-07-05,2021-06-28,,Ativo,,1,2,68,15
746,MAT00746,Srta. Cecilia Moreira,Masculino,2004-03-07,2024-05-18,2025-11-07,Desligado,Voluntário,2,3,26,14
747,MAT00747,Luan Ribeiro,Feminino,1990-01-15,2018-08-25,,Ativo,,5,3,7,15
748,MAT00748,Valentina Garcia,Masculino,1993-05-12,2022-01-16,2024-11-21,Desligado,Voluntário,2,1,65,7
749,MAT00749,Sr. Raul Nascimento,Masculino,1998-11-01,2025-02-15,2025-07-16,Desligado,Involuntário,4,5,48,8
750,MAT00750,Dr. João Pimenta,Feminino,1977-03-28,2024-08-30,,Ativo,,6,6,61,10
751,MAT00751,Evelyn da Cruz,Masculino,1983-06-06,2024-03-08,,Ativo,,1,3,34,12
752,MAT00752,Kaique Câmara,Masculino,1987-01-13,2019-01-06,,Ativo,,3,2,7,3
753,MAT00753,João Pedro Santos,Feminino,1992-04-21,2024-06-01,,Ativo,,4,4,29,11
754,MAT00754,Samuel Dias,Feminino,1988-11-14,2020-04-26,,Ativo,,7,3,66,1
755,MAT00755,Marcela Novais,Feminino,1975-03-21,2018-02-06,,Ativo,,4,3,23,10
756,MAT00756,Sra. Laura Campos,Feminino,1991-05-20,2018-02-04,,Ativo,,3,4,40,12
757,MAT00757,Ísis Garcia,Feminino,1988-07-13,2025-03-17,,Ativo,,6,3,45,8
758,MAT00758,Manuella Vargas,Masculino,1992-08-10,2020-10-29,2024-11-13,Desligado,Voluntário,2,2,67,14
759,MAT00759,João Vitor Aparecida,Masculino,1980-10-04,2024-12-29,,Ativo,,1,3,1,9
760,MAT00760,Bruno Ferreira,Feminino,1982-09-21,2025-06-06,2025-11-19,Desligado,Voluntário,2,1,78,5
761,MAT00761,Jade Souza,Masculino,1999-08-03,2021-05-07,,Ativo,,5,6,44,5
762,MAT00762,Hadassa Costa,Feminino,1985-05-09,2025-03-08,,Ativo,,1,2,39,4
763,MAT00763,Júlia Novais,Feminino,1972-04-02,2019-09-07,,Ativo,,3,4,77,7
764,MAT00764,Sra. Cecilia Caldeira,Masculino,1985-11-05,2025-05-29,,Ativo,,6,5,4,11
765,MAT00765,Isabella da Cruz,Feminino,1987-05-14,2023-07-31,,Ativo,,8,3,52,7
766,MAT00766,Vinícius Câmara,Feminino,1968-12-19,2018-05-25,2020-10-08,Desligado,Voluntário,8,6,44,12
